observable,sintetico,base,Q,timestamp,AGLOSI,PROV,valor,frac
P47T_persona,q75,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,224410.0,0.02
P47T_persona,q90,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,355690.0,0.02
Pobreza,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,0.2622,0.02
Pobreza,sum,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,90500.0,0.02
Total,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,1.0,0.02
Total,sum,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,345200.0,0.02
gap_indigencia,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,485510.0,0.02
gap_indigencia,median,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,346870.0,0.02
gap_pobreza,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,285300.0,0.02
gap_pobreza,median,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,177350.0,0.02
CBA,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,156610.0,0.02
CBA,median,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,134970.0,0.02
CBT,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,355510.0,0.02
CBT,median,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,306380.0,0.02
CB_EQUIV,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,4.177,0.02
CB_EQUIV,median,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,3.6,0.02
Indigencia,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,0.0642,0.02
Indigencia,sum,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,22150.0,0.02
P47T_hogar,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,710740.0,0.02
P47T_hogar,median,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,579910.0,0.02
P47T_hogar,q10,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,180940.0,0.02
P47T_hogar,q25,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,324390.0,0.02
P47T_hogar,q75,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,846880.0,0.02
P47T_hogar,q90,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,1252320.0,0.02
P47T_persona,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,155850.0,0.02
P47T_persona,median,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,67750.0,0.02
P47T_persona,q10,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,257660.0,0.02
P47T_persona,q90,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,427640.0,0.02
Pobreza,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,0.2268,0.02
Pobreza,sum,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,78300.0,0.02
Total,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,1.0,0.02
Total,sum,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,345200.0,0.02
gap_indigencia,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,554130.0,0.02
gap_indigencia,median,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,428120.0,0.02
gap_pobreza,mean,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,355240.0,0.02
gap_pobreza,median,PAGLO,2017-08-15,2023-10-29 05:45:52.474801,True,38,234710.0,0.02
CBA,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,156700.0,0.02
CBA,median,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,135050.0,0.02
CBT,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,358810.0,0.02
CBT,median,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,309230.0,0.02
CB_EQUIV,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,4.177,0.02
CB_EQUIV,median,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,3.6,0.02
Indigencia,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,0.0479,0.02
Indigencia,sum,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,16550.0,0.02
P47T_hogar,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,651170.0,0.02
P47T_hogar,median,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,507400.0,0.02
P47T_hogar,q10,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,188320.0,0.02
P47T_hogar,q25,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,310820.0,0.02
P47T_hogar,q75,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,794760.0,0.02
P47T_hogar,q90,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,1131210.0,0.02
P47T_persona,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,144140.0,0.02
P47T_persona,median,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,76020.0,0.02
P47T_persona,q10,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,224410.0,0.02
P47T_persona,q90,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,363970.0,0.02
Pobreza,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,0.268,0.02
Pobreza,sum,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,92500.0,0.02
Total,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,1.0,0.02
Total,sum,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,345200.0,0.02
gap_indigencia,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,494470.0,0.02
gap_indigencia,median,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,361310.0,0.02
gap_pobreza,mean,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,292360.0,0.02
gap_pobreza,median,PAGLO,2017-11-15,2023-10-29 05:53:08.195740,True,38,195630.0,0.02
CBA,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,150140.0,0.02
CBA,median,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,135990.0,0.02
CBT,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,349840.0,0.02
CBT,median,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,316850.0,0.02
CB_EQUIV,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,4.03,0.02
CB_EQUIV,median,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,3.65,0.02
Indigencia,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,0.0506,0.02
Indigencia,sum,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,17500.0,0.02
P47T_hogar,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,717960.0,0.02
P47T_hogar,median,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,526120.0,0.02
P47T_hogar,q10,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,184550.0,0.02
P47T_hogar,q25,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,312870.0,0.02
P47T_hogar,q75,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,826720.0,0.02
P47T_hogar,q90,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,1193100.0,0.02
P47T_persona,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,150400.0,0.02
P47T_persona,median,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,85300.0,0.02
P47T_persona,q10,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,229640.0,0.02
P47T_persona,q90,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,399090.0,0.02
Pobreza,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,0.2509,0.02
Pobreza,sum,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,86750.0,0.02
Total,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,1.0,0.02
Total,sum,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,345750.0,0.02
gap_indigencia,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,567810.0,0.02
gap_indigencia,median,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,380760.0,0.02
gap_pobreza,mean,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,368120.0,0.02
gap_pobreza,median,PAGLO,2018-02-15,2023-10-29 06:00:26.555778,True,38,211730.0,0.02
CBA,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,148430.0,0.02
CBA,median,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,134440.0,0.02
CBT,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,347790.0,0.02
CBT,median,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,315000.0,0.02
CB_EQUIV,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,4.03,0.02
CB_EQUIV,median,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,3.65,0.02
Indigencia,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,0.0603,0.02
Indigencia,sum,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,20850.0,0.02
P47T_hogar,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,709140.0,0.02
P47T_hogar,median,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,509730.0,0.02
P47T_hogar,q10,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,162960.0,0.02
P47T_hogar,q25,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,282530.0,0.02
P47T_hogar,q75,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,790100.0,0.02
P47T_hogar,q90,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,1148190.0,0.02
P47T_persona,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,142070.0,0.02
P47T_persona,median,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,70940.0,0.02
P47T_persona,q10,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,229640.0,0.02
P47T_persona,q90,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,347590.0,0.02
Pobreza,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,0.2688,0.02
Pobreza,sum,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,92950.0,0.02
Total,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,1.0,0.02
Total,sum,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,345750.0,0.02
gap_indigencia,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,560700.0,0.02
gap_indigencia,median,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,353980.0,0.02
gap_pobreza,mean,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,361350.0,0.02
gap_pobreza,median,PAGLO,2018-05-15,2023-10-29 06:07:51.887518,True,38,178960.0,0.02
CBA,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,152800.0,0.02
CBA,median,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,138400.0,0.02
CBT,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,352970.0,0.02
CBT,median,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,319690.0,0.02
CB_EQUIV,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,4.03,0.02
CB_EQUIV,median,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,3.65,0.02
Indigencia,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,0.0617,0.02
Indigencia,sum,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,21350.0,0.02
P47T_hogar,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,684500.0,0.02
P47T_hogar,median,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,508140.0,0.02
P47T_hogar,q10,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,160910.0,0.02
P47T_hogar,q25,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,300520.0,0.02
P47T_hogar,q75,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,789880.0,0.02
P47T_hogar,q90,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,1199580.0,0.02
P47T_persona,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,146120.0,0.02
P47T_persona,median,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,63220.0,0.02
P47T_persona,q10,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,234990.0,0.02
P47T_persona,q90,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,390010.0,0.02
Pobreza,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,0.2649,0.02
Pobreza,sum,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,91600.0,0.02
Total,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,1.0,0.02
Total,sum,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,345750.0,0.02
gap_indigencia,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,531700.0,0.02
gap_indigencia,median,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,361600.0,0.02
gap_pobreza,mean,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,331530.0,0.02
gap_pobreza,median,PAGLO,2018-08-15,2023-10-29 06:15:26.523768,True,38,171170.0,0.02
CBA,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,156390.0,0.02
CBA,median,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,141650.0,0.02
CBT,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,361790.0,0.02
CBT,median,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,327680.0,0.02
CB_EQUIV,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,4.03,0.02
CB_EQUIV,median,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,3.65,0.02
Indigencia,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,0.0858,0.02
Indigencia,sum,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,29650.0,0.02
P47T_hogar,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,646690.0,0.02
P47T_hogar,median,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,438610.0,0.02
P47T_hogar,q10,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,138360.0,0.02
P47T_hogar,q25,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,259800.0,0.02
P47T_hogar,q75,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,693570.0,0.02
P47T_hogar,q90,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,985090.0,0.02
P47T_persona,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,125650.0,0.02
P47T_persona,median,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,69330.0,0.02
P47T_persona,q10,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,204660.0,0.02
P47T_persona,q90,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,331940.0,0.02
Pobreza,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,0.326,0.02
Pobreza,sum,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,112700.0,0.02
Total,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,1.0,0.02
Total,sum,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,345750.0,0.02
gap_indigencia,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,490300.0,0.02
gap_indigencia,median,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,293100.0,0.02
gap_pobreza,mean,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,284910.0,0.02
gap_pobreza,median,PAGLO,2018-11-15,2023-10-29 06:23:09.538111,True,38,113400.0,0.02
CBA,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,150890.0,0.02
CBA,median,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,139070.0,0.02
CBT,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,348050.0,0.02
CBT,median,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,320770.0,0.02
CB_EQUIV,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,3.884,0.02
CB_EQUIV,median,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,3.58,0.02
Indigencia,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,0.0769,0.02
Indigencia,sum,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,27250.0,0.02
P47T_hogar,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,571620.0,0.02
P47T_hogar,median,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,473100.0,0.02
P47T_hogar,q10,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,158860.0,0.02
P47T_hogar,q25,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,269400.0,0.02
P47T_hogar,q75,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,752840.0,0.02
P47T_hogar,q90,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,1115800.0,0.02
P47T_persona,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,134750.0,0.02
P47T_persona,median,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,69330.0,0.02
P47T_persona,q10,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,209430.0,0.02
P47T_persona,q90,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,347590.0,0.02
Pobreza,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,0.2975,0.02
Pobreza,sum,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,105350.0,0.02
Total,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,1.0,0.02
Total,sum,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,354150.0,0.02
gap_indigencia,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,420730.0,0.02
gap_indigencia,median,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,329100.0,0.02
gap_pobreza,mean,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,223570.0,0.02
gap_pobreza,median,PAGLO,2019-02-15,2023-10-29 06:30:53.858207,True,38,143370.0,0.02
CBA,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,148730.0,0.02
CBA,median,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,137070.0,0.02
CBT,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,345540.0,0.02
CBT,median,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,318450.0,0.02
CB_EQUIV,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,3.884,0.02
CB_EQUIV,median,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,3.58,0.02
Indigencia,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,0.0953,0.02
Indigencia,sum,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,33750.0,0.02
P47T_hogar,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,476450.0,0.02
P47T_hogar,median,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,411060.0,0.02
P47T_hogar,q10,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,135560.0,0.02
P47T_hogar,q25,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,237770.0,0.02
P47T_hogar,q75,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,626390.0,0.02
P47T_hogar,q90,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,888630.0,0.02
P47T_persona,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,112490.0,0.02
P47T_persona,median,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,59000.0,0.02
P47T_persona,q10,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,191000.0,0.02
P47T_persona,q90,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,302730.0,0.02
Pobreza,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,0.3614,0.02
Pobreza,sum,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,128000.0,0.02
Total,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,1.0,0.02
Total,sum,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,354150.0,0.02
gap_indigencia,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,327720.0,0.02
gap_indigencia,median,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,264520.0,0.02
gap_pobreza,mean,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,130910.0,0.02
gap_pobreza,median,PAGLO,2019-05-15,2023-10-29 06:38:50.901895,True,38,89270.0,0.02
CBA,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,149720.0,0.02
CBA,median,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,137980.0,0.02
CBT,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,346850.0,0.02
CBT,median,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,319660.0,0.02
CB_EQUIV,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,3.884,0.02
CB_EQUIV,median,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,3.58,0.02
Indigencia,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,0.076,0.02
Indigencia,sum,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,26900.0,0.02
P47T_hogar,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,543300.0,0.02
P47T_hogar,median,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,449770.0,0.02
P47T_hogar,q10,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,155240.0,0.02
P47T_hogar,q25,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,265160.0,0.02
P47T_hogar,q75,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,696800.0,0.02
P47T_hogar,q90,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,1072190.0,0.02
P47T_persona,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,129320.0,0.02
P47T_persona,median,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,61780.0,0.02
P47T_persona,q10,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,204660.0,0.02
P47T_persona,q90,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,339680.0,0.02
Pobreza,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,0.3274,0.02
Pobreza,sum,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,115950.0,0.02
Total,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,1.0,0.02
Total,sum,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,354150.0,0.02
gap_indigencia,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,393580.0,0.02
gap_indigencia,median,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,306890.0,0.02
gap_pobreza,mean,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,196450.0,0.02
gap_pobreza,median,PAGLO,2019-08-15,2023-10-29 06:46:50.315414,True,38,119290.0,0.02
CBA,mean,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,149820.0,0.02
CBA,median,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,138080.0,0.02
CBT,mean,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,347580.0,0.02
CBT,median,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,320340.0,0.02
CB_EQUIV,mean,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,3.884,0.02
CB_EQUIV,median,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,3.58,0.02
Indigencia,mean,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,0.109,0.02
Indigencia,sum,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,38600.0,0.02
P47T_hogar,mean,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,474610.0,0.02
P47T_hogar,median,PAGLO,2019-11-15,2023-10-29 06:54:52.626902,True,38,397230.0,0.02
